y x exposure
2 -0.560475646552213 0.855844546109438
2 -0.23017748948328 1.52973552665208
5 1.55870831414912 0.838727634982206
1 0.070508391424576 0.977741882205009
1 0.129287735160946 0.760975725133903
8 1.71506498688328 1.70214437553659
2 0.460916205989202 0.719423086964525
2 -1.26506123460653 1.73407608747948
2 -0.686852851893526 0.996496742940508
0 -0.445661970099958 1.06125408178195
0 1.22408179743946 1.44461813569069
0 0.359813827057364 0.644950614543632
2 0.400771450594052 0.532990572974086
3 0.11068271594512 1.98956717050169
1 -0.555841134754075 1.37590826849919
13 1.78691313680308 1.67273459769785
4 0.497850478229239 1.83784418390132
0 -1.96661715662964 1.6322981803678
4 0.701355901563686 1.96880559518468
0 -0.472791407727934 0.566220601904206
2 -1.06782370598685 1.85510132706258
0 -0.217974914658295 1.79825122107286
1 -1.02600444830724 1.6631113870535
2 -0.72889122929114 1.06522462528665
1 -0.625039267849257 0.563162073027343
1 -1.68669331074241 1.04661662247963
1 0.837787044494525 0.910626904689707
3 0.153373117836515 1.77570122107863
0 -1.13813693701195 1.04360256867949
4 1.25381492106993 0.956716685905121
5 0.426464221476814 1.63870300911367
1 -0.295071482992271 1.76725193648599
4 0.895125661045022 1.18688234162983
4 0.878133487533042 1.59444749669638
4 0.821581081637487 0.656117954058573
0 0.688640254100091 0.829974766587839
4 0.553917653537589 1.93092687160242
4 -0.0619117105767217 1.62805631186347
3 -0.305962663739917 1.72843307489529
0 -0.380471001012383 1.12666565261316
4 -0.694706978920513 1.39075773966033
2 -0.207917278019599 1.69823533669114
1 -1.26539635156826 1.83261297561694
6 2.16895596533851 1.07778738997877
0 1.20796199830499 0.635483126388863
0 -1.12310858320335 1.43861545564141
1 -0.402884835299076 1.61845432594419
0 -0.466655353623219 0.628067685989663
2 0.779965118336318 0.950776416808367
1 -0.0833690664718293 1.42184323596302
3 0.253318513994755 1.62939808692317
1 -0.028546755348703 1.87558569957037
4 -0.0428704572913161 1.21362575853709
1 1.36860228401446 1.3506791992113
1 -0.225770985659268 1.60493051912636
12 1.51647060442954 1.78617113665678
1 -1.54875280423022 1.863719756715
0 0.584613749636069 0.584573338041082
1 0.123854243844614 1.25436245615128
1 0.215941568743973 1.0258171595633
3 0.379639482759882 1.76833418442402
1 -0.502323453109302 1.70965274574701
1 -0.33320738366942 0.675996840931475
0 -1.01857538310709 1.56902983249165
2 -1.07179122647558 0.852903287042864
1 0.303528641404258 0.612435126793571
4 0.448209778629426 1.90346922085155
0 0.0530042267305041 0.735751737724058
5 0.922267467879738 1.47058602503967
4 2.05008468562714 0.760276619228534
1 -0.491031166056535 0.530111013795249
0 -2.30916887564081 1.28197076951619
3 1.00573852446226 0.629416839918122
0 -0.709200762582393 0.924503519083373
0 -0.688008616467358 1.13065235153772
4 1.0255713696967 1.38091718626674
4 -0.284773007051009 1.71004164440092
0 -1.22071771225454 0.802992813289165
1 0.18130347974915 1.18913700757548
1 -0.138891362439045 1.17221467080526
2 0.00576418589988693 1.60062163730618
4 0.38528040112633 1.57213221583515
4 -0.370660031792409 1.7468329683179
4 0.644376548518833 1.82984918134753
4 -0.220486561818751 1.92896686098538
3 0.331781963915697 1.32592508278321
2 1.09683901314935 1.28350364917424
0 0.435181490833803 0.756047382950783
0 -0.325931585531227 1.21890733996406
2 1.14880761845109 0.880731194745749
0 0.993503855962119 0.55967095552478
2 0.54839695950807 1.45220076467376
2 0.238731735111441 1.30934137105942
0 -0.627906076039371 0.710155324894004
3 1.36065244853001 0.925567665253766
2 -0.600259587147127 1.37454589281697
5 2.18733299301658 0.747538838302717
2 1.53261062618519 0.644451666041277
2 -0.235700359100477 1.14291963702999
0 -1.02642090030678 1.03364234860055
1 -0.710406563699301 1.76740030979272
2 0.25688370915653 0.890198710490949
0 -0.246691878462374 0.534716738271527
3 -0.347542599397733 1.79359930951614
2 -0.951618567265016 1.00188194180373
2 -0.0450277248089203 1.44768330757506
2 -0.784904469457076 1.3196393881226
0 -1.66794193658814 1.06466673978139
0 -0.380226520287762 0.778809522627853
3 0.918996609060766 1.14341088675428
1 -0.575346962608392 1.4461603978416
2 0.607964322225033 1.28126352687832
0 -1.61788270828916 1.48943200579379
2 -0.0555619655245394 1.59404139698017
0 0.519407203943462 1.23023431003094
3 0.301153362166714 1.0766849234933
1 0.105676194148943 0.510250263265334
0 -0.640706008305376 0.505526341381483
1 -0.849704346033582 1.99240466021001
0 -1.02412879060491 0.661830320255831
1 0.117646597100126 1.12800373753998
2 -0.947474614184802 1.57682681991719
2 -0.490557443700668 1.61380869837012
1 -0.256092192198247 1.80799823557027
9 1.84386200523221 1.41180194157641
1 -0.651949901695459 1.63430502696428
3 0.235386572284857 1.77086194709409
2 0.0779608495637108 1.41916947346181
0 -0.961856634130129 1.68983625166584
1 -0.0713080861235987 0.53428202518262
3 1.44455085842335 1.12537182448432
3 0.451504053079215 1.81232358119451
2 0.0412329219929399 1.4710205233423
0 -0.422496832339625 1.88671848014928
0 -2.05324722154052 0.758337644045241
3 1.13133721341418 0.973719183704816
0 -1.46064007092482 1.7063844188815
5 0.739947510877334 1.98344511678442
4 1.90910356921748 0.983578327810392
0 -1.4438931609718 0.501787442597561
6 0.701784335374711 1.98825592896901
1 -0.262197489402468 0.722528587677516
0 -1.57214415914549 0.57404644577764
1 -1.51466765378175 1.39603022392839
0 -1.60153617357459 0.981992665212601
0 -0.530906522170303 1.29189350048546
0 -1.4617555849959 1.69313303055242
0 0.687916772975828 0.603398895240389
12 2.10010894052567 1.54253104596864
4 -1.28703047603518 1.92294726101682
3 0.787738847475178 0.916653976077214
3 0.76904224100091 0.874109877855517
3 0.332202578950118 0.739153220201842
0 -1.00837660827701 0.607445084024221
2 -0.119452606630659 1.33615637465846
1 -0.280395335170247 1.23475557740312
3 0.56298953322048 1.24143854284193
1 -0.372438756103829 1.83255737775471
1 0.976973386685621 0.555056539713405
1 -0.374580857767014 0.805615720339119
5 1.05271146557933 1.27067170874216
0 -1.04917700666607 0.854509833501652
0 -1.26015524475811 1.36315350478981
14 3.2410399349424 1.22338686720468
2 -0.416857588160432 1.35402903310023
1 0.298227591540715 0.716228472650982
0 0.636569674033849 0.718563143862411
3 -0.483780625708744 1.1184246694902
3 0.516862044313609 1.5245154236909
4 0.368964527385086 1.48014173062984
4 -0.215380507641693 1.87397949956357
4 0.0652930335253153 1.71966969873756
3 -0.034067253738464 1.51383500185329
11 2.12845189901618 1.71124866395257
0 -0.741336096272828 0.692096629412845
0 -1.09599626707466 0.876167800975963
1 0.0377883991710788 0.997320487396792
1 0.310480749443137 1.11090393492486
2 0.436523478910183 1.4530513654463
0 -0.458365332711106 1.71291806735098
0 -1.06332613397119 0.888201802037656
5 1.26318517608949 1.72920070984401
1 -0.349650387953555 0.523216503439471
0 -0.865512862653374 1.4816011498915
0 -0.236279568941097 1.71757937641814
0 -0.197175894348552 1.19205339020118
4 1.10992028971364 0.805125652463175
1 0.0847372921971965 0.52815232577268
3 0.754053785184521 0.924699045834132
0 -0.499292017172261 1.87290893844329
1 0.214445309581601 1.90054478077218
0 -0.324685911490835 1.31379742058925
2 0.0945835281735714 0.829133818973787
1 -0.895363357977542 1.23414170602337
4 -1.31080153332797 1.7017231042264
7 1.99721338474797 1.11144598666579
1 0.600708823672418 0.655567350331694
0 -1.25127136162494 0.920847762143239
2 -0.611165916680421 1.04219933087006
1 -1.18548008459731 0.888867261586711
5 2.19881034888372 1.20602275035344
5 1.31241297643351 1.04876820987556
2 -0.265145056696353 0.681908081402071
1 0.54319405923209 0.570490520796739
1 -0.41433994791886 0.894194456283003
4 -0.476246894615578 1.95296175195836
3 -0.788602837850243 1.232743223547
1 -0.594617267459511 1.21673304459546
3 1.65090746733669 1.62318932171911
3 -0.0540281250854405 1.50146034697536
1 0.119245236427584 0.574123395141214
2 0.243687429599092 1.54265786660835
2 1.23247587848534 1.04489235009532
1 -0.51606383094478 1.82620041107293
1 -0.992507150392037 1.66294584446587
6 1.67569693240319 0.708805461996235
0 -0.441163216905286 0.942513906862587
0 -0.723065969939874 0.689124178141356
0 -1.23627311888329 1.38485243567266
0 -1.2847157223178 1.34251341328491
2 -0.573973479297987 1.53308168018702
1 0.617985817166529 0.966906213550828
2 1.10984813892972 1.40838026220445
1 0.707588353835588 1.98655147838872
4 -0.363657297095253 1.61480737279635
1 0.0597499373846007 0.613785695517436
0 -0.70459646368007 1.17675335961394
0 -0.71721816157401 0.580305401817895
3 0.88465049897692 1.00933327106759
2 -1.01559257860354 1.60092822322622
3 1.95529396549246 0.50616041070316
2 -0.0903195939658516 1.65786422346719
3 0.214538826629216 1.19446281681303
2 -0.738527704739573 1.5812605250394
1 -0.57438868976327 1.49975857581012
