y x1 x2 x3B
1.10795939716781 -0.560475646552213 0.787738847475178 1
1.38930091732455 -0.23017748948328 0.76904224100091 1
6.76358846458377 1.55870831414912 0.332202578950118 1
2.63927428209775 0.070508391424576 -1.00837660827701 0
-0.35252685699618 0.129287735160946 -0.119452606630659 0
4.88527404365578 1.71506498688328 -0.280395335170247 0
1.26757842784014 0.460916205989202 0.56298953322048 0
2.20326206192452 -1.26506123460653 -0.372438756103829 1
-2.89418282641816 -0.686852851893526 0.976973386685621 0
4.14668062475323 -0.445661970099958 -0.374580857767014 1
3.24766653346917 1.22408179743946 1.05271146557933 0
3.74962956729364 0.359813827057364 -1.04917700666607 0
5.55618729795093 0.400771450594052 -1.26015524475811 1
-4.07583994021527 0.11068271594512 3.2410399349424 0
3.8597077322861 -0.555841134754075 -0.416857588160432 1
6.47943925497681 1.78691313680308 0.298227591540715 1
1.88320011039243 0.497850478229239 0.636569674033849 1
-1.32331255466795 -1.96661715662964 -0.483780625708744 0
3.79794112503244 0.701355901563686 0.516862044313609 1
1.92741012269822 -0.472791407727934 0.368964527385086 1
3.69132395849338 -1.06782370598685 -0.215380507641693 1
2.69196569079003 -0.217974914658295 0.0652930335253153 1
2.84482352418251 -1.02600444830724 -0.034067253738464 1
-1.91114318592533 -0.72889122929114 2.12845189901618 1
3.50738320563675 -0.625039267849257 -0.741336096272828 1
-0.802948240009309 -1.68669331074241 -1.09599626707466 0
1.45024006580808 0.837787044494525 0.0377883991710788 0
0.206276846599416 0.153373117836515 0.310480749443137 0
-1.95990064531748 -1.13813693701195 0.436523478910183 0
4.86587380994044 1.25381492106993 -0.458365332711106 0
1.7973711004853 0.426464221476814 -1.06332613397119 0
1.16532503066995 -0.295071482992271 1.26318517608949 1
4.07113334256586 0.895125661045022 -0.349650387953555 0
6.51572710906855 0.878133487533042 -0.865512862653374 1
3.22487343835956 0.821581081637487 -0.236279568941097 0
3.16527291978744 0.688640254100091 -0.197175894348552 0
0.7107898878364 0.553917653537589 1.10992028971364 0
4.40232832002214 -0.0619117105767217 0.0847372921971965 1
2.134285333766 -0.305962663739917 0.754053785184521 1
3.57431951014151 -0.380471001012383 -0.499292017172261 1
-0.354230874242406 -0.694706978920513 0.214445309581601 1
3.97825329271758 -0.207917278019599 -0.324685911490835 1
-1.2423832990369 -1.26539635156826 0.0945835281735714 0
10.2163558085115 2.16895596533851 -0.895363357977542 1
7.82684794528869 1.20796199830499 -1.31080153332797 1
-2.4625343337535 -1.12310858320335 1.99721338474797 0
-0.420408486477954 -0.402884835299076 0.600708823672418 0
5.06991219364986 -0.466655353623219 -1.25127136162494 1
4.74894589116179 0.779965118336318 -0.611165916680421 0
4.89301577263305 -0.0833690664718293 -1.18548008459731 1
-2.24191711926078 0.253318513994755 2.19881034888372 0
1.37173950470209 -0.028546755348703 1.31241297643351 0
1.32310585768278 -0.0428704572913161 -0.265145056696353 0
4.55598190058909 1.36860228401446 0.54319405923209 0
2.73146130564523 -0.225770985659268 -0.41433994791886 1
7.55679474873955 1.51647060442954 -0.476246894615578 1
2.46382255195175 -1.54875280423022 -0.788602837850243 1
6.3611919456672 0.584613749636069 -0.594617267459511 1
-2.23428897282664 0.123854243844614 1.65090746733669 0
4.53218459974148 0.215941568743973 -0.0540281250854405 1
0.502990457766406 0.379639482759882 0.119245236427584 0
0.34252527462704 -0.502323453109302 0.243687429599092 0
2.5696465047938 -0.33320738366942 1.23247587848534 1
-2.48804271628442 -1.01857538310709 -0.51606383094478 0
1.58087173493704 -1.07179122647558 -0.992507150392037 0
-2.14753261260476 0.303528641404258 1.67569693240319 0
3.01293365159941 0.448209778629426 -0.441163216905286 0
2.85051004651343 0.0530042267305041 -0.723065969939874 0
7.49905478598298 0.922267467879738 -1.23627311888329 1
